Multiplier type,Variable,Industry,UOM,VALUE
Total multiplier,Gross operating surplus,Non-ferrous metal (except aluminum) production and processing [BS331400],Per dollar of output,0.309
Total multiplier,Gross operating surplus,Foundries [BS331500],Per dollar of output,0.33
Total multiplier,Gross operating surplus,"Forging, stamping and other fabricated metal product manufacturing [BS332B00]",Per dollar of output,0.299
Total multiplier,Gross operating surplus,Architectural and structural metals manufacturing [BS332300],Per dollar of output,0.337
Total multiplier,Gross operating surplus,"Boiler, tank and shipping container manufacturing [BS332400]",Per dollar of output,0.297
Total multiplier,Gross operating surplus,"Machine shops, turned product, and screw, nut and bolt manufacturing [BS332700]",Per dollar of output,0.341
Total multiplier,Gross operating surplus,"Coating, engraving, cold and heat treating and allied activities [BS332800]",Per dollar of output,0.333
Total multiplier,Gross operating surplus,"Agricultural, construction and mining machinery manufacturing [BS333100]",Per dollar of output,0.338
Total multiplier,Gross operating surplus,Industrial machinery manufacturing [BS333200],Per dollar of output,0.353
Total multiplier,Gross operating surplus,Commercial and service industry machinery manufacturing [BS333300],Per dollar of output,0.325
Total multiplier,Gross operating surplus,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing [BS333400]",Per dollar of output,0.319
Total multiplier,Gross operating surplus,Metalworking machinery manufacturing [BS333500],Per dollar of output,0.331
Total multiplier,Gross operating surplus,"Engine, turbine and power transmission equipment manufacturing [BS333600]",Per dollar of output,0.337
Total multiplier,Gross operating surplus,Other general-purpose machinery manufacturing [BS333900],Per dollar of output,0.302
Total multiplier,Gross operating surplus,Computer and other electronic product manufacturing [BS334C00],Per dollar of output,0.328
Total multiplier,Gross operating surplus,Communications equipment manufacturing [BS334200],Per dollar of output,0.276
Total multiplier,Gross operating surplus,Semiconductor and other electronic component manufacturing [BS334400],Per dollar of output,0.266
Total multiplier,Gross operating surplus,Electric lighting equipment and household appliance manufacturing [BS335B00],Per dollar of output,0.253
Total multiplier,Gross operating surplus,Electrical equipment manufacturing [BS335300],Per dollar of output,0.258
Total multiplier,Gross operating surplus,Other electrical equipment and component manufacturing [BS335900],Per dollar of output,0.22
Total multiplier,Gross operating surplus,Automobile and light-duty motor vehicle manufacturing [BS336110],Per dollar of output,0.127
Total multiplier,Gross operating surplus,Heavy-duty truck manufacturing [BS336120],Per dollar of output,0.146
Total multiplier,Gross operating surplus,Motor vehicle body and trailer manufacturing [BS336200],Per dollar of output,0.27
Total multiplier,Gross operating surplus,Motor vehicle parts manufacturing [BS336300],Per dollar of output,0.231
Total multiplier,Gross operating surplus,Aerospace product and parts manufacturing [BS336400],Per dollar of output,0.205
Total multiplier,Gross operating surplus,Railroad rolling stock manufacturing [BS336500],Per dollar of output,0.214
Total multiplier,Gross operating surplus,Ship and boat building [BS336600],Per dollar of output,0.316
Total multiplier,Gross operating surplus,Other transportation equipment manufacturing [BS336900],Per dollar of output,0.231
Total multiplier,Gross operating surplus,Household and institutional furniture and kitchen cabinet manufacturing [BS337100],Per dollar of output,0.321
Total multiplier,Gross operating surplus,Office furniture (including fixtures) manufacturing [BS337200],Per dollar of output,0.332
Total multiplier,Gross operating surplus,Other furniture-related product manufacturing [BS337900],Per dollar of output,0.296
Total multiplier,Gross operating surplus,Medical equipment and supplies manufacturing [BS339100],Per dollar of output,0.311
Total multiplier,Gross operating surplus,Other miscellaneous manufacturing [BS339900],Per dollar of output,0.232
Total multiplier,Gross operating surplus,Farm product merchant wholesalers [BS411000],Per dollar of output,0.547
Total multiplier,Gross operating surplus,"Petroleum, petroleum products, and other hydrocarbons merchant wholesalers [BS412000]",Per dollar of output,0.567
Total multiplier,Gross operating surplus,"Food, beverage and tobacco merchant wholesalers [BS413000]",Per dollar of output,0.491
Total multiplier,Gross operating surplus,Personal and household goods merchant wholesalers [BS414000],Per dollar of output,0.498
Total multiplier,Gross operating surplus,Motor vehicle and motor vehicle parts and accessories merchant wholesalers [BS415000],Per dollar of output,0.501
Total multiplier,Gross operating surplus,Building material and supplies merchant wholesalers [BS416000],Per dollar of output,0.506
Total multiplier,Gross operating surplus,"Machinery, equipment and supplies merchant wholesalers [BS417000]",Per dollar of output,0.431
Total multiplier,Gross operating surplus,Miscellaneous merchant wholesalers [BS418000],Per dollar of output,0.509
Total multiplier,Gross operating surplus,"Business-to-business electronic markets, and agents and brokers [BS419000]",Per dollar of output,0.382
Total multiplier,Gross operating surplus,Motor vehicle and parts dealers [BS441000],Per dollar of output,0.31
Total multiplier,Gross operating surplus,Building material and garden equipment and supplies dealers [BS444000],Per dollar of output,0.423
Total multiplier,Gross operating surplus,Food and beverage retailers [BS445000],Per dollar of output,0.368
Total multiplier,Gross operating surplus,"Furniture, home furnishings, electronics and appliances retailers [BS449000]",Per dollar of output,0.398
Total multiplier,Gross operating surplus,General merchandise retailers [BS455000],Per dollar of output,0.476
Total multiplier,Gross operating surplus,Health and personal care retailers [BS456000],Per dollar of output,0.434
Total multiplier,Gross operating surplus,Gasoline stations and fuel vendors [BS457000],Per dollar of output,0.641
Total multiplier,Gross operating surplus,"Clothing, clothing accessories, shoes, jewelry, luggage and leather goods retailers [BS458000]",Per dollar of output,0.475
Total multiplier,Gross operating surplus,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers (except cannabis) [BS459A00]",Per dollar of output,0.408
Total multiplier,Gross operating surplus,Cannabis retailers (licensed) [BS459BL0],Per dollar of output,0.407
Total multiplier,Gross operating surplus,Cannabis retailers (unlicensed) [BS459BU0],Per dollar of output,0.906
Total multiplier,Gross operating surplus,Air transportation [BS481000],Per dollar of output,0.337
Total multiplier,Gross operating surplus,Rail transportation [BS482000],Per dollar of output,0.615
Total multiplier,Gross operating surplus,Water transportation [BS483000],Per dollar of output,0.43
Total multiplier,Gross operating surplus,Truck transportation [BS484000],Per dollar of output,0.43
Total multiplier,Gross operating surplus,Urban transit systems [BS485100],Per dollar of output,1.166
Total multiplier,Gross operating surplus,Other transit and ground passenger transportation and scenic and sightseeing transportation [BS48A000],Per dollar of output,0.423
Total multiplier,Gross operating surplus,Taxi and limousine service [BS485300],Per dollar of output,0.389
Total multiplier,Gross operating surplus,Crude oil and other pipeline transportation [BS486A00],Per dollar of output,0.681
Total multiplier,Gross operating surplus,Pipeline transportation of natural gas [BS486200],Per dollar of output,0.756
Total multiplier,Gross operating surplus,Support activities for transportation [BS488000],Per dollar of output,0.409
Total multiplier,Gross operating surplus,Postal service [BS491000],Per dollar of output,0.284
Total multiplier,Gross operating surplus,Couriers and messengers [BS492000],Per dollar of output,0.436
Total multiplier,Gross operating surplus,Warehousing and storage [BS493000],Per dollar of output,0.402
